     1.000     5.000     5.000     6.000     2.000     3.000     9.000     7.000     4.000     8.000     5.000     5.000     5.000     5.000     7.000     7.000  8806.000    -1.186     0.124     0.642     1.275     1.185    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
     4.000     4.000     4.000     4.000     3.000     3.000     0.000     0.000     0.000     4.000     0.000     0.000     2.000     3.000     5.000     2.000  8917.000    -1.420    -0.275    -4.492    -2.848    -2.071    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
     5.000     7.000     7.000     6.000     4.000     4.000     6.000     5.000     5.000     7.000     7.000     7.000     6.000     7.000     6.000     4.000  8999.000     1.085     0.916    -0.027     2.658     1.984    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
     3.000     6.000     5.000     6.000     4.000     2.000     5.000     6.000     5.000     6.000     4.000     4.000     6.000     6.000     6.000     6.000  9042.000    -0.418    -0.036    -0.076     0.434     1.301    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
     6.000     6.000     6.000     6.000     3.000     3.000     6.000     5.000     5.000     6.000     5.000     5.000     4.000     7.000     6.000     7.000  9240.000     0.730     0.326    -0.100     1.135     1.322    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
     7.000     7.000     6.000     4.000     5.000     1.000     7.000     5.000     3.000     4.000     5.000     5.000     5.000     7.000     4.000     2.000  9302.000     1.142    -0.652    -0.590     0.899     0.860    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
     4.000     5.000     5.000     6.000     4.000     3.000     8.000     8.000     5.000     3.000     0.000     2.000     2.000     3.000     0.000     3.000  9336.000    -0.589     0.432     0.956    -2.377    -2.234    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
     2.000     0.000     0.000     2.000     3.000     1.000     4.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     9.000  9374.000    -4.095    -1.629    -3.913    -3.422    -3.482    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
     4.000     4.000     4.000     2.000     3.000     1.000     5.000     6.000     5.000     0.000     3.000     3.000     2.000     3.000     3.000     1.000  9375.000    -1.229    -1.392    -0.255    -1.144    -1.789    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
     7.000     7.000     9.000     6.000     4.000     4.000     7.000     9.000     9.000     1.000     1.000     1.000     1.000     2.000     2.000     4.000  9430.000     1.756     1.020     2.430    -2.368    -2.341    -0.155     0.045    -0.027     0.090    -0.157     5.045     5.594     4.989     4.953     3.022     2.768     5.552     5.662     5.266     4.578     3.743     3.732     3.930     4.634     4.707     4.512 21
